recipe_id,step_id,step_number,timer_seconds,is_passive,title_en,body_en,title_nl,body_nl,title_de,body_de,title_fr,body_fr
it_tagliatelle_ragu_bolognese,s1,1,600,FALSE,Prep the soffritto,"Finely chop the onion, carrot, and celery into an even mince so they cook gently and melt into the sauce.",Bereid de soffritto,"Snijd de ui, wortel en bleekselderij heel fijn zodat ze zacht garen en oplossen in de saus.",Bereite das Soffritto vor,"Zwiebel, Karotte und Sellerie sehr fein hacken, damit sie sanft garen und in der Sauce praktisch verschwinden.",Préparer le soffritto,"Hacher très finement l oignon, la carotte et le céleri pour qu ils cuisent doucement et fondent dans la sauce."
it_tagliatelle_ragu_bolognese,s2,2,420,FALSE,Render pancetta,"Warm the heavy pot over medium heat, add pancetta, and cook until the fat renders and the pancetta turns lightly golden.",Smelt het vet uit de pancetta,"Verwarm de zware pan op middelhoog vuur, voeg pancetta toe en bak tot het vet is uitgesmolten en de pancetta licht goud kleurt.",Pancetta auslassen,"Den schweren Topf bei mittlerer Hitze erwärmen, Pancetta zugeben und braten, bis das Fett ausgelassen ist und die Stücke leicht goldgelb sind.",Faire fondre la pancetta,"Chauffer la cocotte à feu moyen, ajouter la pancetta et cuire jusqu à ce que la graisse soit rendue et que la pancetta soit légèrement dorée."
it_tagliatelle_ragu_bolognese,s3,3,600,FALSE,Soften the vegetables,"Add olive oil and butter, then add the chopped onion, carrot, and celery. Cook slowly, stirring, until soft and fragrant without browning.",Fruit de groenten,"Voeg olijfolie en boter toe, doe dan de gesneden ui, wortel en bleekselderij erbij en gaar langzaam al roerend tot zacht en geurig zonder te kleuren.",Gemüse weich schmoren,"Olivenöl und Butter zugeben, dann Zwiebel, Karotte und Sellerie einrühren. Langsam unter Rühren garen, bis alles weich und duftend ist, ohne zu bräunen.",Faire suer les légumes,"Ajouter l huile d olive et le beurre, puis l oignon, la carotte et le céleri. Cuire lentement en remuant jusqu à ce que ce soit tendre et parfumé, sans coloration."
it_tagliatelle_ragu_bolognese,s4,4,900,FALSE,Brown the meat,Add ground beef and ground pork. Break up the meat and cook until it loses its raw color and starts to brown lightly.,Bak het vlees aan,"Voeg rundergehakt en varkensgehakt toe, maak het vlees los en bak tot het niet meer rauw oogt en licht begint te kleuren.",Fleisch anbraten,"Rinderhack und Schweinehack zugeben, zerteilen und braten, bis es nicht mehr roh aussieht und leicht zu bräunen beginnt.",Faire revenir la viande,Ajouter le boeuf haché et le porc haché. Émietter et cuire jusqu à ce que la viande ne soit plus rouge et commence à dorer légèrement.
it_tagliatelle_ragu_bolognese,s5,5,300,TRUE,Reduce the wine,Pour in the wine and let it simmer until the sharp alcohol smell fades and most of the liquid has reduced.,Laat de wijn inkoken,Schenk de wijn erbij en laat zacht pruttelen tot de alcoholgeur weg is en het meeste vocht is ingekookt.,Wein einkochen,"Wein angießen und köcheln lassen, bis der stechende Alkoholgeruch verflogen ist und der Großteil der Flüssigkeit reduziert ist.",Réduire le vin,Verser le vin et laisser frémir jusqu à ce que l odeur d alcool s estompe et que la majeure partie du liquide ait réduit.
it_tagliatelle_ragu_bolognese,s6,6,60,FALSE,Cook the tomato paste,"Stir in tomato paste and cook briefly, scraping the bottom, until it darkens slightly.",Bak de tomatenpuree,"Roer de tomatenpuree erdoor en bak kort, schraap de bodem mee, tot de puree iets donkerder wordt.",Tomatenmark rösten,"Tomatenmark einrühren und kurz unter Rühren rösten, dabei den Topfboden abkratzen, bis es leicht nachdunkelt.",Cuire le concentré de tomate,Incorporer le concentré de tomate et cuire brièvement en grattant le fond jusqu à ce qu il fonce légèrement.
it_tagliatelle_ragu_bolognese,s7,7,5400,TRUE,Slow simmer the ragù,"Add crushed tomatoes, a pinch of salt, and a little pepper. Bring to a gentle simmer, then cook partially covered, stirring occasionally, until rich and thick.",Laat de ragù zacht pruttelen,"Voeg tomaten uit blik toe met een snuf zout en wat peper, breng op zacht pruttelen en laat half afgedekt garen, roer af en toe, tot rijk en dik.",Ragù sanft schmoren,"Dosentomaten zugeben, mit einer Prise Salz und etwas Pfeffer würzen, sanft aufkochen und dann halb zugedeckt leise köcheln lassen, gelegentlich rühren, bis das Ragù sämig und kräftig ist.",Mijoter le ragù,"Ajouter les tomates concassées, une pincée de sel et un peu de poivre. Porter à petit frémissement puis cuire à demi couvert en remuant de temps en temps jusqu à obtenir une sauce riche et épaisse."
it_tagliatelle_ragu_bolognese,s8,8,3600,TRUE,Finish with milk,"Stir in milk and continue simmering gently until the ragù is silky and the fat looks well integrated, adjusting seasoning as needed.",Werk af met melk,"Roer melk erdoor en laat nog zacht pruttelen tot de ragù zijdezacht is en het vet mooi is opgenomen, proef en breng op smaak.",Mit Milch vollenden,"Milch einrühren und weiter sanft köcheln lassen, bis das Ragù seidig ist und das Fett gut eingebunden wirkt, nach Bedarf abschmecken.",Finir au lait,"Incorporer le lait et poursuivre le mijotage doux jusqu à ce que le ragù soit soyeux et que la graisse soit bien liée, puis ajuster l assaisonnement."
it_tagliatelle_ragu_bolognese,s9,9,900,TRUE,Boil water,Bring water to a rolling boil in a large pot and season it well with salt.,Kook water,Breng water in een grote pan aan de kook en zout het water goed.,Wasser kochen,Wasser in einem großen Topf sprudelnd aufkochen und kräftig salzen.,Faire bouillir l eau,Porter l eau à gros bouillons dans une grande marmite et saler généreusement.
it_tagliatelle_ragu_bolognese,s10,10,180,TRUE,Cook the tagliatelle,"Add tagliatelle and cook until al dente, stirring gently. Reserve a little starchy pasta water, then drain.",Kook de tagliatelle,"Voeg tagliatelle toe en kook al dente, roer voorzichtig. Bewaar wat zetmeelrijk pastawater en giet af.",Tagliatelle kochen,"Tagliatelle zugeben und al dente garen, dabei vorsichtig rühren. Etwas stärkehaltiges Nudelwasser aufbewahren und abgießen.",Cuire les tagliatelle,Ajouter les tagliatelle et cuire al dente en remuant doucement. Réserver un peu d eau de cuisson amidonnée puis égoutter.
it_tagliatelle_ragu_bolognese,s11,11,120,FALSE,Dress the pasta,"Toss the drained tagliatelle with the ragù until evenly coated, loosening with a splash of reserved pasta water if needed.",Meng de pasta,Meng de uitgelekte tagliatelle met de ragù tot alles gelijkmatig bedekt is en maak zo nodig los met een scheutje bewaard pastawater.,Pasta anmachen,"Die abgetropften Tagliatelle mit dem Ragù mischen, bis alles gleichmäßig überzogen ist, bei Bedarf mit einem Schuss vom aufbewahrten Nudelwasser lockern.",Mélanger la pasta,"Mélanger les tagliatelle égouttées avec le ragù jusqu à enrobage uniforme, détendre si besoin avec un filet d eau de cuisson réservée."
it_tagliatelle_ragu_bolognese,s12,12,60,FALSE,Serve,Plate immediately and finish with freshly grated Parmigiano-Reggiano.,Serveer,Schep direct op en werk af met versgeraspte Parmigiano-Reggiano.,Servieren,Sofort anrichten und mit frisch geriebenem Parmigiano Reggiano vollenden.,Servir,Dresser immédiatement et terminer avec du Parmigiano Reggiano fraîchement râpé.
it_cacio_e_pepe,s1,1,180,FALSE,Grate the cheese,Finely grate the Pecorino Romano into a bowl so it melts quickly and smoothly.,Rasp de kaas,Rasp de Pecorino Romano fijn in een kom zodat hij snel en glad smelt.,Käse reiben,"Pecorino Romano sehr fein in eine Schüssel reiben, damit er schnell und gleichmäßig schmilzt.",Râper le fromage,Râper très finement le Pecorino Romano dans un bol pour qu il fonde vite et sans grumeaux.
it_cacio_e_pepe,s2,2,600,TRUE,Boil water,Bring %i4 to a rolling boil in a large pot and season it with salt.,Kook water,Breng %i4 in een grote pan aan de kook en zout het water.,Wasser kochen, %i4 in einem großen Topf sprudelnd aufkochen und salzen.,Faire bouillir l eau,Porter %i4 à gros bouillons dans une grande marmite et saler.
it_cacio_e_pepe,s3,3,540,TRUE,Cook the pasta,"Add spaghetti and cook until just al dente, stirring occasionally. Reserve a good amount of starchy pasta water before draining.",Kook de pasta,"Voeg spaghetti toe en kook net al dente, roer af en toe. Bewaar ruim wat zetmeelrijk pastawater voordat je afgiet.",Pasta kochen,"Spaghetti zugeben und gerade eben al dente garen, gelegentlich rühren. Vor dem Abgießen reichlich stärkehaltiges Nudelwasser aufbewahren.",Cuire les pâtes,Ajouter les spaghetti et cuire juste al dente en remuant de temps en temps. Réserver une bonne quantité d eau de cuisson amidonnée avant d égoutter.
it_cacio_e_pepe,s4,4,120,FALSE,Toast the pepper,"Warm a skillet over medium heat, add black pepper, and toast briefly until fragrant.",Rooster de peper,"Verwarm een koekenpan op middelhoog vuur, voeg zwarte peper toe en rooster kort tot het geurt.",Pfeffer rösten,"Eine Pfanne bei mittlerer Hitze erwärmen, schwarzen Pfeffer zugeben und kurz rösten, bis er duftet.",Torréfier le poivre,"Chauffer une poêle à feu moyen, ajouter le poivre noir et le torréfier brièvement jusqu à ce qu il soit parfumé."
it_cacio_e_pepe,s5,5,120,FALSE,Make a pepper base,Add a ladle of pasta water to the skillet and swirl to form a peppery liquid base.,Maak een peperbasis,Voeg een soeplepel pastawater toe aan de pan en draai rond tot een peperige basis.,Pfefferbasis herstellen,"Eine Kelle Nudelwasser in die Pfanne geben und schwenken, bis eine pfeffrige Flüssigkeitsbasis entsteht.",Faire une base poivrée,Ajouter une louche d eau de cuisson dans la poêle et faire tourner pour obtenir une base liquide poivrée.
it_cacio_e_pepe,s6,6,120,FALSE,Cool slightly,Take the skillet off the heat for a moment so the mixture is no longer aggressively bubbling before adding cheese.,Laat iets afkoelen,Haal de pan kort van het vuur zodat het niet meer hevig borrelt voordat je kaas toevoegt.,Kurz abkühlen lassen,"Die Pfanne kurz vom Herd nehmen, damit die Mischung nicht mehr stark blubbert, bevor der Käse dazu kommt.",Laisser tiédir,Retirer la poêle du feu un instant pour que le mélange ne bouillonne plus fortement avant d ajouter le fromage.
it_cacio_e_pepe,s7,7,180,FALSE,Build the cheese sauce,"In the bowl, mix Pecorino with small splashes of pasta water, stirring until you get a smooth, thick cream.",Maak de kaassaus,"Meng in de kom Pecorino met kleine scheutjes pastawater en roer tot een gladde, dikke crème.",Käsesauce aufbauen,"In der Schüssel Pecorino mit kleinen Schüssen Nudelwasser verrühren, bis eine glatte, dicke Creme entsteht.",Monter la sauce au fromage,"Dans le bol, mélanger le Pecorino avec de petits ajouts d eau de cuisson en remuant jusqu à obtenir une crème lisse et épaisse."
it_cacio_e_pepe,s8,8,180,FALSE,Combine pasta and pepper water,"Add drained spaghetti to the skillet and toss to coat in the peppery liquid, adding a little pasta water if needed.",Meng pasta en peperwater,"Doe de uitgelekte spaghetti in de pan en schep om in de peperige vloeistof, voeg zo nodig wat pastawater toe.",Pasta mit Pfefferwasser verbinden,"Die abgetropften Spaghetti in die Pfanne geben und im pfeffrigen Fond schwenken, bei Bedarf etwas Nudelwasser zugeben.",Assembler pâtes et eau poivrée,"Ajouter les spaghetti égouttés dans la poêle et mélanger pour les enrober, ajouter un peu d eau de cuisson si nécessaire."
it_cacio_e_pepe,s9,9,180,FALSE,Emulsify with cheese,"Off the heat, add the cheese cream and toss vigorously until glossy and evenly coated, loosening with small splashes of pasta water as needed.",Emulgeer met kaas,"Voeg van het vuur de kaascrème toe en schep krachtig om tot glanzend en gelijkmatig bedekt, maak los met kleine scheutjes pastawater.",Mit Käse emulgieren,"Vom Herd nehmen, die Käsecreme zugeben und kräftig schwenken, bis alles glänzt und gleichmäßig überzogen ist, bei Bedarf mit kleinen Schüssen Nudelwasser lockern.",Émulsionner avec le fromage,"Hors du feu, ajouter la crème de fromage et mélanger vivement jusqu à obtenir une texture brillante et uniforme, détendre avec de petites touches d eau de cuisson si besoin."
it_cacio_e_pepe,s10,10,60,FALSE,Serve,Plate immediately and finish with an extra dusting of black pepper.,Serveer,Schep direct op en maak af met extra zwarte peper.,Servieren,Sofort anrichten und mit einer zusätzlichen Prise schwarzem Pfeffer vollenden.,Servir,Dresser immédiatement et terminer avec un supplément de poivre noir.
it_spaghetti_alla_carbonara,s1,1,240,FALSE,Prep the guanciale,Cut guanciale into small batons so it renders evenly and stays crisp.,Bereid de guanciale,Snijd guanciale in kleine reepjes zodat het vet gelijkmatig uitsmelt en het krokant blijft.,Guanciale vorbereiten,"Guanciale in kleine Stifte schneiden, damit es gleichmäßig auslässt und knusprig bleibt.",Préparer le guanciale,Couper le guanciale en petits bâtonnets pour qu il rende sa graisse régulièrement et reste croustillant.
it_spaghetti_alla_carbonara,s2,2,600,FALSE,Make the egg mixture,"In a bowl, whisk egg yolks with finely grated Pecorino Romano and plenty of black pepper until thick and cohesive.",Maak het eimengsel,Klop in een kom eidooiers met fijn geraspte Pecorino Romano en veel zwarte peper tot dik en samenhangend.,Eimischung herstellen,"In einer Schüssel Eigelb mit fein geriebenem Pecorino Romano und reichlich schwarzem Pfeffer verrühren, bis die Masse dick und homogen ist.",Préparer le mélange d oeufs,"Dans un bol, fouetter les jaunes avec du Pecorino Romano finement râpé et beaucoup de poivre noir jusqu à obtenir une masse épaisse et homogène."
it_spaghetti_alla_carbonara,s3,3,600,TRUE,Boil water,Bring %i6 to a rolling boil in a large pot and season it with salt.,Kook water,Breng %i6 in een grote pan aan de kook en zout het water.,Wasser kochen, %i6 in einem großen Topf sprudelnd aufkochen und salzen.,Faire bouillir l eau,Porter %i6 à gros bouillons dans une grande marmite et saler.
it_spaghetti_alla_carbonara,s4,4,540,TRUE,Cook the spaghetti,"Add spaghetti and cook until al dente, stirring occasionally. Reserve starchy pasta water before draining.",Kook de spaghetti,"Voeg spaghetti toe en kook al dente, roer af en toe. Bewaar zetmeelrijk pastawater en giet af.",Spaghetti kochen,"Spaghetti zugeben und al dente garen, gelegentlich rühren. Stärkehaltiges Nudelwasser vor dem Abgießen aufbewahren.",Cuire les spaghetti,Ajouter les spaghetti et cuire al dente en remuant de temps en temps. Réserver de l eau de cuisson amidonnée avant d égoutter.
it_spaghetti_alla_carbonara,s5,5,600,FALSE,Render and crisp guanciale,Cook guanciale in a skillet over medium heat until the fat renders and the pieces turn golden and crisp. Turn off the heat but keep the fat in the pan.,Bak de guanciale krokant,Bak guanciale in een koekenpan op middelhoog vuur tot het vet is uitgesmolten en de stukjes goud en krokant zijn. Zet het vuur uit maar laat het vet in de pan.,Guanciale auslassen und knusprig braten,"Guanciale in einer Pfanne bei mittlerer Hitze braten, bis das Fett ausgelassen ist und die Stücke goldgelb und knusprig sind. Herd ausschalten, das Fett aber in der Pfanne lassen.",Faire fondre et croustiller le guanciale,Cuire le guanciale dans une poêle à feu moyen jusqu à ce que la graisse soit rendue et que les morceaux soient dorés et croustillants. Couper le feu en gardant la graisse dans la poêle.
it_spaghetti_alla_carbonara,s6,6,120,FALSE,Cool the pan slightly,"Let the skillet cool briefly so it is hot but not scorching, to prevent the eggs from scrambling.",Laat de pan iets afkoelen,"Laat de pan kort afkoelen zodat hij heet is maar niet loeiheet, zodat de eieren niet stollen.",Pfanne leicht abkühlen,"Die Pfanne kurz abkühlen lassen, damit sie heiß, aber nicht zu heiß ist, damit die Eier nicht stocken.",Laisser la poêle tiédir,"Laisser la poêle tiédir brièvement pour qu elle soit chaude mais pas brûlante, afin d éviter que les oeufs ne coagulent."
it_spaghetti_alla_carbonara,s7,7,180,FALSE,Combine pasta with guanciale,"Add drained spaghetti to the skillet and toss to coat in the rendered fat, adding a small splash of pasta water if needed.",Meng pasta met guanciale,"Doe de uitgelekte spaghetti in de pan en schep om in het uitgesmolten vet, voeg zo nodig een klein scheutje pastawater toe.",Pasta mit Guanciale verbinden,"Die abgetropften Spaghetti in die Pfanne geben und im ausgelassenen Fett schwenken, bei Bedarf einen kleinen Schuss Nudelwasser zugeben.",Mélanger les pâtes au guanciale,"Ajouter les spaghetti égouttés dans la poêle et mélanger pour les enrober de graisse rendue, ajouter un petit filet d eau de cuisson si nécessaire."
it_spaghetti_alla_carbonara,s8,8,180,FALSE,Emulsify with egg and cheese,"Off the heat, add the egg-cheese mixture and toss vigorously until glossy, loosening with small splashes of pasta water to keep it silky.",Emulgeer met ei en kaas,"Voeg van het vuur het ei kaasmengsel toe en schep krachtig om tot glanzend, maak los met kleine scheutjes pastawater zodat het zijdezacht blijft.",Mit Ei und Käse emulgieren,"Vom Herd nehmen, die Ei Käse Mischung zugeben und kräftig schwenken, bis alles glänzt, mit kleinen Schüssen Nudelwasser lockern, damit es seidig bleibt.",Émulsionner aux oeufs et au fromage,"Hors du feu, ajouter le mélange oeufs fromage et mélanger vivement jusqu à obtenir une texture brillante, détendre avec de petites touches d eau de cuisson pour garder une sauce soyeuse."
it_spaghetti_alla_carbonara,s9,9,60,FALSE,Serve,Plate immediately and finish with extra Pecorino Romano and black pepper.,Serveer,Schep direct op en werk af met extra Pecorino Romano en zwarte peper.,Servieren,Sofort anrichten und mit extra Pecorino Romano und schwarzem Pfeffer vollenden.,Servir,Dresser immédiatement et terminer avec du Pecorino Romano et du poivre noir.
it_pasta_alla_norma,s1,1,600,FALSE,Prepare the eggplant,"Cut eggplant into chunks or thick slices and season with salt. Let it sit, then pat dry to reduce surface moisture before frying.",Bereid de aubergine,Snijd aubergine in stukken of dikke plakken en zout. Laat even staan en dep droog om oppervlakvocht te verminderen voor het bakken.,Auberginen vorbereiten,"Auberginen in Stücke oder dicke Scheiben schneiden und salzen. Kurz ziehen lassen und dann trocken tupfen, um Oberflächenfeuchtigkeit vor dem Braten zu reduzieren.",Préparer l aubergine,Couper l aubergine en morceaux ou en tranches épaisses et saler. Laisser reposer puis éponger pour réduire l humidité de surface avant la cuisson.
it_pasta_alla_norma,s2,2,1200,FALSE,Fry the eggplant,Heat olive oil in a skillet and fry eggplant in batches until deeply golden and tender. Lift out with a slotted spoon and drain on paper towels.,Bak de aubergine,Verhit olijfolie in een koekenpan en bak aubergine in porties tot diep goud en zacht. Schep eruit met een schuimspaan en laat uitlekken op keukenpapier.,Auberginen frittieren,"Olivenöl in einer Pfanne erhitzen und Auberginen portionsweise braten, bis sie tief goldbraun und weich sind. Mit einem Schaumlöffel herausheben und auf Küchenpapier abtropfen lassen.",Frire l aubergine,Chauffer l huile d olive dans une poêle et frire l aubergine par fournées jusqu à ce qu elle soit bien dorée et fondante. Retirer à l écumoire et égoutter sur papier absorbant.
it_pasta_alla_norma,s3,3,60,FALSE,Start the tomato sauce,"In a clean skillet with a little olive oil, gently warm sliced garlic until fragrant.",Start de tomatensaus,Verwarm in een schone pan met wat olijfolie de plakjes knoflook zachtjes tot het geurt.,Tomatensauce starten,"In einer sauberen Pfanne mit etwas Olivenöl Knoblauchscheiben sanft erwärmen, bis sie duften.",Démarrer la sauce tomate,"Dans une poêle propre avec un peu d huile d olive, chauffer doucement l ail tranché jusqu à ce qu il soit parfumé."
it_pasta_alla_norma,s4,4,1200,TRUE,Simmer the sauce,"Add tomatoes, break them up, and simmer until thick and glossy. Season with salt.",Laat de saus pruttelen,"Voeg tomaten toe, maak ze stuk en laat zachtjes pruttelen tot dik en glanzend. Breng op smaak met zout.",Sauce köcheln lassen,"Tomaten zugeben, zerdrücken und köcheln lassen, bis sie dick und glänzend sind. Mit Salz würzen.",Laisser mijoter la sauce,"Ajouter les tomates, les écraser et laisser mijoter jusqu à une sauce épaisse et brillante. Saler."
it_pasta_alla_norma,s5,5,600,TRUE,Boil water,Bring %i8 to a rolling boil in a large pot and season it with salt.,Kook water,Breng %i8 in een grote pan aan de kook en zout het water.,Wasser kochen, %i8 in einem großen Topf sprudelnd aufkochen und salzen.,Faire bouillir l eau,Porter %i8 à gros bouillons dans une grande marmite et saler.
it_pasta_alla_norma,s6,6,540,TRUE,Cook the pasta,"Add rigatoni and cook until al dente. Reserve some starchy pasta water, then drain.",Kook de pasta,Voeg rigatoni toe en kook al dente. Bewaar wat zetmeelrijk pastawater en giet af.,Pasta kochen,Rigatoni zugeben und al dente garen. Etwas stärkehaltiges Nudelwasser aufbewahren und abgießen.,Cuire les pâtes,Ajouter les rigatoni et cuire al dente. Réserver un peu d eau de cuisson amidonnée puis égoutter.
it_pasta_alla_norma,s7,7,180,FALSE,Combine pasta and sauce,"Toss pasta with the tomato sauce, loosening with a splash of reserved pasta water if needed.",Meng pasta en saus,Meng de pasta met de tomatensaus en maak zo nodig los met een scheutje bewaard pastawater.,Pasta und Sauce verbinden,Pasta mit der Tomatensauce mischen und bei Bedarf mit einem Schuss vom aufbewahrten Nudelwasser lockern.,Mélanger pâtes et sauce,"Mélanger les pâtes avec la sauce tomate, détendre si besoin avec un filet d eau de cuisson réservée."
it_pasta_alla_norma,s8,8,180,FALSE,Add eggplant and basil,"Fold in most of the fried eggplant and tear in basil, keeping a little eggplant for the top.",Voeg aubergine en basilicum toe,"Schep het meeste gebakken aubergine erdoor en scheur basilicum erbij, houd wat aubergine apart voor bovenop.",Auberginen und Basilikum zugeben,"Den Großteil der gebratenen Auberginen unterheben und Basilikum dazu zupfen, etwas Aubergine für obenauf zurückhalten.",Ajouter aubergine et basilic,"Incorporer la plupart des aubergines frites et ajouter le basilic en morceaux, garder un peu d aubergine pour le dessus."
it_pasta_alla_norma,s9,9,60,FALSE,Finish and serve,"Plate, top with remaining eggplant, and grate ricotta salata over each portion.",Werk af en serveer,"Schep op, leg de rest van de aubergine erop en rasp ricotta salata over elke portie.",Vollenden und servieren,"Anrichten, mit der restlichen Aubergine toppen und Ricotta salata über jede Portion reiben.",Finir et servir,"Dresser, ajouter le reste d aubergine et râper la ricotta salata sur chaque portion."
it_risotto_alla_milanese,s1,1,900,TRUE,Heat the stock,Warm the chicken stock in a pot and keep it at a gentle simmer so it is ready for the rice.,Verwarm de bouillon,Verwarm kippenbouillon in een pan en houd op zacht pruttelen zodat het klaar is voor de rijst.,Brühe erhitzen,"Hühnerbrühe in einem Topf erwärmen und leise köcheln lassen, damit sie für den Reis bereit ist.",Chauffer le bouillon,Réchauffer le bouillon de poulet et le maintenir à petit frémissement pour qu il soit prêt pour le riz.
it_risotto_alla_milanese,s2,2,300,FALSE,Soak the saffron,"In a small bowl, steep saffron in a little hot stock until the color blooms.",Week de saffraan,Laat saffraan in een kleine kom trekken in een beetje hete bouillon tot de kleur loskomt.,Safran ziehen lassen,"Safran in einer kleinen Schüssel in etwas heißer Brühe ziehen lassen, bis die Farbe kräftig ist.",Infuser le safran,"Dans un petit bol, faire infuser le safran dans un peu de bouillon chaud jusqu à ce que la couleur se développe."
it_risotto_alla_milanese,s3,3,480,FALSE,Sweat the onion,"Finely chop the onion. In a wide saucepan, melt part of the butter with olive oil and cook the onion gently until soft and translucent.",Fruit de ui,Snijd de ui fijn. Smelt in een brede pan een deel van de boter met olijfolie en gaar de ui zacht tot zacht en glazig.,Zwiebel anschwitzen,"Zwiebel sehr fein hacken. In einer breiten Sauteuse einen Teil der Butter mit Olivenöl schmelzen und die Zwiebel sanft garen, bis sie weich und glasig ist.",Faire suer l oignon,"Hacher finement l oignon. Dans une sauteuse large, faire fondre une partie du beurre avec l huile d olive et cuire l oignon doucement jusqu à ce qu il soit tendre et translucide."
